request_id,created_at,apollo_url,leads_needed,person,File Name,extracted_file_url,data_extracted,status,backend_status
f5e3ba93-ad79-4bd4-bf85-20b0e8af90e4,"October 9, 2025 at 11:49:03 AM GMT+5:30",https://app.apollo.io/#/people?page=1&contactEmailStatusV2[]=verified&personTitles[]=vp%20finance&personTitles[]=controller&personLocations[]=United%20States&currentlyUsingAnyOfTechnologyUids[]=outlook&revenueRange[min]=200000000&prospectedByCurrentTeam[]=no&sortAscending=false&sortByField=recommendations_score,50000,,1,https://drive.google.com/file/d/19FrQMwe-MbP1kPBigYYWGFBWchzjzXgS/view?usp=sharing,36400,completed,FALSE
6aacc7eb-88eb-4e7d-a486-686087f2f89e,"October 9, 2025 at 11:49:26 AM GMT+5:30",https://app.apollo.io/#/people?page=1&contactEmailStatusV2[]=verified&personTitles[]=President&personTitles[]=Chancellor&personTitles[]=Executive%20Director&personTitles[]=Superintendent&personTitles[]=Head%20of%20School&organizationLocations[]=United%20States&organizationLocations[]=Canada&organizationNumEmployeesRanges[]=1%2C10&organizationNumEmployeesRanges[]=11%2C20&organizationNumEmployeesRanges[]=21%2C50&organizationNumEmployeesRanges[]=51%2C100&organizationNumEmployeesRanges[]=101%2C200&organizationNumEmployeesRanges[]=201%2C500&organizationNumEmployeesRanges[]=501%2C1000&organizationNumEmployeesRanges[]=1001%2C2000&organizationNumEmployeesRanges[]=2001%2C5000&qOrganizationKeywordTags[]=ndependent%20school&qOrganizationKeywordTags[]=private%20school&qOrganizationKeywordTags[]=for%20profit%20school&qOrganizationKeywordTags[]=preparatory%20school&qOrganizationKeywordTags[]=prep%20school&qOrganizationKeywordTags[]=boarding%20school&qOrganizationKeywordTags[]=day%20school&qOrganizationKeywordTags[]=montessori%20school&qOrganizationKeywordTags[]=christian%20school&qOrganizationKeywordTags[]=catholic%20school&qOrganizationKeywordTags[]=parochial%20school&qOrganizationKeywordTags[]=jewish%20school&qOrganizationKeywordTags[]=islamic%20school&qOrganizationKeywordTags[]=muslim%20school&qOrganizationKeywordTags[]=faith%20based%20school&qOrganizationKeywordTags[]=international%20school&qOrganizationKeywordTags[]=language%20school&qOrganizationKeywordTags[]=bilingual%20school&qOrganizationKeywordTags[]=immersion%20school&qOrganizationKeywordTags[]=charter%20academy&qOrganizationKeywordTags[]=military%20academy&qOrganizationKeywordTags[]=academy&qOrganizationKeywordTags[]=magnet%20academy&qOrganizationKeywordTags[]=proprietary%20school&qOrganizationKeywordTags[]=vocational%20school&qOrganizationKeywordTags[]=career%20school&qOrganizationKeywordTags[]=technical%20school&qOrganizationKeywordTags[]=special%20needs%20school&qOrganizationKeywordTags[]=therapeutic%20school&qOrganizationKeywordTags[]=gifted%20school&qOrganizationKeywordTags[]=advanced%20learning%20school&qOrganizationKeywordTags[]=alternative%20school&qOrganizationKeywordTags[]=classical%20school&qOrganizationKeywordTags[]=liberal%20arts%20school&qOrganizationKeywordTags[]=independent%20academy&qOrganizationKeywordTags[]=independent%20preparatory&qOrganizationKeywordTags[]=independent%20boarding&qOrganizationKeywordTags[]=private%20academy&qOrganizationKeywordTags[]=private%20preparatory&qOrganizationKeywordTags[]=private%20boarding&qOrganizationKeywordTags[]=private%20education&qOrganizationKeywordTags[]=proprietary%20academy&qOrganizationKeywordTags[]=proprietary%20preparatory&qOrganizationKeywordTags[]=private%20montessori&qOrganizationKeywordTags[]=independent%20montessori&qOrganizationKeywordTags[]=private%20international%20school&qOrganizationKeywordTags[]=independent%20international%20school&qOrganizationKeywordTags[]=independent%20catholic&qOrganizationKeywordTags[]=private%20catholic&qOrganizationKeywordTags[]=independent%20christian&qOrganizationKeywordTags[]=private%20christian&qOrganizationKeywordTags[]=private%20jewish&qOrganizationKeywordTags[]=private%20islamic&qOrganizationKeywordTags[]=private%20muslim&qOrganizationKeywordTags[]=independent%20bilingual&qOrganizationKeywordTags[]=independent%20immersion&qOrganizationKeywordTags[]=private%20bilingual&qOrganizationKeywordTags[]=private%20immersion&qOrganizationKeywordTags[]=college%20preparatory&qOrganizationKeywordTags[]=independent%20college%20prep&qOrganizationKeywordTags[]=private%20college%20prep&qOrganizationKeywordTags[]=private%20magnet&qOrganizationKeywordTags[]=independent%20magnet&includedOrganizationKeywordFields[]=tags&includedOrganizationKeywordFields[]=name&qNotOrganizationKeywordTags[]=public%20school&qNotOrganizationKeywordTags[]=k-12%20public&qNotOrganizationKeywordTags[]=government%20school&qNotOrganizationKeywordTags[]=state%20school&qNotOrganizationKeywordTags[]=district%20school&qNotOrganizationKeywordTags[]=unified%20school&qNotOrganizationKeywordTags[]=county%20school&qNotOrganizationKeywordTags[]=city%20school&qNotOrganizationKeywordTags[]=charter%20school%20district&qNotOrganizationKeywordTags[]=public%20academy&qNotOrganizationKeywordTags[]=public%20preparatory&qNotOrganizationKeywordTags[]=public%20magnet&qNotOrganizationKeywordTags[]=community%20school&qNotOrganizationKeywordTags[]=public%20vocational&qNotOrganizationKeywordTags[]=public%20technical&qNotOrganizationKeywordTags[]=public%20alternative&qNotOrganizationKeywordTags[]=public%20bilingual&qNotOrganizationKeywordTags[]=public%20immersion&qNotOrganizationKeywordTags[]=public%20boarding&qNotOrganizationKeywordTags[]=public%20day%20school&qNotOrganizationKeywordTags[]=public%20catholic&qNotOrganizationKeywordTags[]=public%20christian&qNotOrganizationKeywordTags[]=public%20jewish&qNotOrganizationKeywordTags[]=public%20islamic&qNotOrganizationKeywordTags[]=public%20muslim&qNotOrganizationKeywordTags[]=public%20montessori&qNotOrganizationKeywordTags[]=public%20international&qNotOrganizationKeywordTags[]=public%20gifted&qNotOrganizationKeywordTags[]=public%20therapeutic&qNotOrganizationKeywordTags[]=public%20special%20needs&qNotOrganizationKeywordTags[]=public%20advanced%20learning&qNotOrganizationKeywordTags[]=public%20magnet%20academy&qNotOrganizationKeywordTags[]=school%20district&qNotOrganizationKeywordTags[]=public%20charter&qNotOrganizationKeywordTags[]=public%20elementary&qNotOrganizationKeywordTags[]=public%20middle&qNotOrganizationKeywordTags[]=public%20high%20school&qNotOrganizationKeywordTags[]=municipal%20school&qNotOrganizationKeywordTags[]=regional%20school%20system&excludedOrganizationKeywordFields[]=tags&excludedOrganizationKeywordFields[]=name&excludedOrganizationKeywordFields[]=social_media_description&sortAscending=false&sortByField=recommendations_score,50000,,2,https://drive.google.com/file/d/1qDBu2jTeZBhW3F8Qx-24ZhhJnTPRZ_Cj/view?usp=sharing,1400,completed,FALSE
e0bc2461-6169-4912-bc70-4a856a11c592,"October 9, 2025 at 11:49:31 AM GMT+5:30",https://app.apollo.io/#/people?page=1&personTitles[]=trial%20operations&personTitles[]=clinical%20trial&personTitles[]=risk&personTitles[]=regulatory&personTitles[]=pharmacovigilance&personTitles[]=regulatory%20compliance&personTitles[]=quality%20assurance&personTitles[]=clinical%20project&personTitles[]=clinical%20program&personTitles[]=clinical%20safety&personTitles[]=clinical%20oversight&personTitles[]=clinical%20operations&personTitles[]=clinical%20development&personTitles[]=research%20and%20development&personNotTitles[]=jr&personNotTitles[]=junior&personNotTitles[]=assistant&personNotTitles[]=intern&personNotTitles[]=hr&personNotTitles[]=human%20resources&personNotTitles[]=people%20operations&personNotTitles[]=it&personNotTitles[]=information%20technology&personNotTitles[]=systems&personSeniorities[]=c_suite&personSeniorities[]=vp&personSeniorities[]=partner&personSeniorities[]=manager&personSeniorities[]=director&includeSimilarTitles=false&qOrganizationSearchListId=68dd8b07b64595001963fed1&personNotLocations[]=China&organizationNotLocations[]=China&sortByField=recommendations_score&sortAscending=false,50000,,3,https://drive.google.com/file/d/1Wm7foT3PxFLH6a_BZCKKdk-FsJMxQX0-/view?usp=sharing,3797,completed,TRUE
79d871cd-111c-4678-9143-423b8d00ebfb,"October 9, 2025 at 11:49:34 AM GMT+5:30",https://app.apollo.io/#/people?page=1&contactEmailStatusV2[]=verified&contactEmailStatusV2[]=unverified&personTitles[]=founder&personTitles[]=co-founder&personTitles[]=ceo&personTitles[]=chief%20executive%20officer&personTitles[]=owner&personTitles[]=president&personTitles[]=managing%20director&personTitles[]=managing%20partner&personTitles[]=principal&personTitles[]=cfo&personTitles[]=chief%20financial%20officer&personTitles[]=coo&personTitles[]=chief%20operating%20officer&personTitles[]=cro&personTitles[]=chief%20revenue%20officer&personTitles[]=cio&personTitles[]=chief%20investment%20officer&personTitles[]=cgo&personTitles[]=chief%20growth%20officer&personTitles[]=cmo&personTitles[]=chief%20marketing%20officer&personTitles[]=cpo&personTitles[]=chief%20product%20officer&personTitles[]=cto&personTitles[]=chief%20technology%20officer&personTitles[]=partner&personTitles[]=executive%20director&personTitles[]=general%20manager&personLocations[]=United%20States&organizationLocations[]=United%20States&organizationNumEmployeesRanges[]=21%2C50&organizationNumEmployeesRanges[]=51%2C100&qOrganizationKeywordTags[]=fintech&qOrganizationKeywordTags[]=financial%20technology&qOrganizationKeywordTags[]=digital%20banking&qOrganizationKeywordTags[]=online%20banking&qOrganizationKeywordTags[]=payment%20gateway&qOrganizationKeywordTags[]=mobile%20payments&qOrganizationKeywordTags[]=money%20transfer&qOrganizationKeywordTags[]=digital%20wallet&qOrganizationKeywordTags[]=crypto%20wallet&qOrganizationKeywordTags[]=blockchain&qOrganizationKeywordTags[]=cryptocurrency&qOrganizationKeywordTags[]=personal%20finance%20app&qOrganizationKeywordTags[]=robo%20advisor&qOrganizationKeywordTags[]=investment%20platform&qOrganizationKeywordTags[]=wealthtech&qOrganizationKeywordTags[]=wealth%20management%20software&qOrganizationKeywordTags[]=trading%20platform&qOrganizationKeywordTags[]=stock%20trading%20app&qOrganizationKeywordTags[]=financial%20analytics&qOrganizationKeywordTags[]=accounting%20software&qOrganizationKeywordTags[]=invoicing%20software&qOrganizationKeywordTags[]=billing%20software&qOrganizationKeywordTags[]=payroll%20software&qOrganizationKeywordTags[]=tax%20software&qOrganizationKeywordTags[]=bookkeeping%20software&qOrganizationKeywordTags[]=financial%20automation&qOrganizationKeywordTags[]=b2b%20payments&qOrganizationKeywordTags[]=corporate%20cards&qOrganizationKeywordTags[]=credit%20scoring&qOrganizationKeywordTags[]=loan%20management%20software&qOrganizationKeywordTags[]=lending%20platform&qOrganizationKeywordTags[]=insurance%20tech&qOrganizationKeywordTags[]=insurtech&qOrganizationKeywordTags[]=mortgage%20software&qOrganizationKeywordTags[]=risk%20management%20software&qOrganizationKeywordTags[]=compliance%20software&qOrganizationKeywordTags[]=finance%20saas&qOrganizationKeywordTags[]=treasury%20management&qOrganizationKeywordTags[]=financial%20crm&qOrganizationKeywordTags[]=capital%20management&qOrganizationKeywordTags[]=financial%20reporting&qOrganizationKeywordTags[]=asset%20management&qOrganizationKeywordTags[]=proptech%20finance&qOrganizationKeywordTags[]=digital%20finance&qOrganizationKeywordTags[]=fintech%20saas&qOrganizationKeywordTags[]=finance%20automation&qOrganizationKeywordTags[]=recurring%20billing&qOrganizationKeywordTags[]=financial%20planning%20software&includedOrganizationKeywordFields[]=tags&includedOrganizationKeywordFields[]=name&qNotOrganizationKeywordTags[]=ecommerce&qNotOrganizationKeywordTags[]=fashion&qNotOrganizationKeywordTags[]=clothing&qNotOrganizationKeywordTags[]=apparel&qNotOrganizationKeywordTags[]=cosmetics&qNotOrganizationKeywordTags[]=skincare&qNotOrganizationKeywordTags[]=salon&qNotOrganizationKeywordTags[]=spa&qNotOrganizationKeywordTags[]=gym&qNotOrganizationKeywordTags[]=fitness&qNotOrganizationKeywordTags[]=personal%20training&qNotOrganizationKeywordTags[]=influencer&qNotOrganizationKeywordTags[]=lifestyle%20brand&qNotOrganizationKeywordTags[]=restaurant&qNotOrganizationKeywordTags[]=cafe&qNotOrganizationKeywordTags[]=hotel&qNotOrganizationKeywordTags[]=hospitality&qNotOrganizationKeywordTags[]=travel&qNotOrganizationKeywordTags[]=tourism&qNotOrganizationKeywordTags[]=real%20estate%20brokerage&qNotOrganizationKeywordTags[]=construction&qNotOrganizationKeywordTags[]=logistics&qNotOrganizationKeywordTags[]=trucking&qNotOrganizationKeywordTags[]=transportation&qNotOrganizationKeywordTags[]=automotive&qNotOrganizationKeywordTags[]=car%20dealership&qNotOrganizationKeywordTags[]=agriculture&qNotOrganizationKeywordTags[]=mining&qNotOrganizationKeywordTags[]=oil%20and%20gas&qNotOrganizationKeywordTags[]=aerospace&qNotOrganizationKeywordTags[]=manufacturing&qNotOrganizationKeywordTags[]=heavy%20machinery&qNotOrganizationKeywordTags[]=tattoo&qNotOrganizationKeywordTags[]=church&qNotOrganizationKeywordTags[]=religious&qNotOrganizationKeywordTags[]=spiritual&qNotOrganizationKeywordTags[]=astrology&qNotOrganizationKeywordTags[]=psychic&qNotOrganizationKeywordTags[]=gaming&qNotOrganizationKeywordTags[]=mobile%20games&qNotOrganizationKeywordTags[]=entertainment&qNotOrganizationKeywordTags[]=music&qNotOrganizationKeywordTags[]=film&qNotOrganizationKeywordTags[]=events&qNotOrganizationKeywordTags[]=nightclub&qNotOrganizationKeywordTags[]=bar&qNotOrganizationKeywordTags[]=casino&qNotOrganizationKeywordTags[]=gambling&qNotOrganizationKeywordTags[]=adult&qNotOrganizationKeywordTags[]=cannabis&qNotOrganizationKeywordTags[]=vape&qNotOrganizationKeywordTags[]=tobacco&qNotOrganizationKeywordTags[]=pet%20care&qNotOrganizationKeywordTags[]=dog%20walking&qNotOrganizationKeywordTags[]=veterinary&qNotOrganizationKeywordTags[]=nonprofit&qNotOrganizationKeywordTags[]=charity&qNotOrganizationKeywordTags[]=ngo&qNotOrganizationKeywordTags[]=education&qNotOrganizationKeywordTags[]=school&qNotOrganizationKeywordTags[]=university&qNotOrganizationKeywordTags[]=daycare&qNotOrganizationKeywordTags[]=kindergarten&qNotOrganizationKeywordTags[]=public%20sector&qNotOrganizationKeywordTags[]=government&qNotOrganizationKeywordTags[]=online%20store&qNotOrganizationKeywordTags[]=retail&qNotOrganizationKeywordTags[]=wellness&qNotOrganizationKeywordTags[]=food%20delivery&qNotOrganizationKeywordTags[]=catering&qNotOrganizationKeywordTags[]=video%20production&qNotOrganizationKeywordTags[]=photography&qNotOrganizationKeywordTags[]=real%20estate%20agency&qNotOrganizationKeywordTags[]=property%20management&qNotOrganizationKeywordTags[]=interior%20design&qNotOrganizationKeywordTags[]=home%20services&qNotOrganizationKeywordTags[]=landscaping&qNotOrganizationKeywordTags[]=cleaning%20services&qNotOrganizationKeywordTags[]=plumbing&qNotOrganizationKeywordTags[]=electrician&qNotOrganizationKeywordTags[]=shipping&qNotOrganizationKeywordTags[]=warehouse&qNotOrganizationKeywordTags[]=repair%20shop&qNotOrganizationKeywordTags[]=farming&qNotOrganizationKeywordTags[]=gardening&qNotOrganizationKeywordTags[]=energy&qNotOrganizationKeywordTags[]=machinery&qNotOrganizationKeywordTags[]=pet%20grooming&qNotOrganizationKeywordTags[]=pet%20sitting&qNotOrganizationKeywordTags[]=preschool&qNotOrganizationKeywordTags[]=college&excludedOrganizationKeywordFields[]=tags&excludedOrganizationKeywordFields[]=name&excludedOrganizationKeywordFields[]=social_media_description&sortByField=recommendations_score&sortAscending=false,50000,,4,https://drive.google.com/file/d/1krqoODbKVBxSjpLTiWgymXZAU_iV1Z6w/view?usp=sharing,14600,completed,FALSE
5725ff35-7a29-4caa-9992-3189bfd6ed8f,"October 9, 2025 at 11:49:38 AM GMT+5:30",https://app.apollo.io/#/people?contactEmailStatusV2[]=verified&contactEmailStatusV2[]=unverified&contactEmailStatusV2[]=user_managed&personNotTitles[]=teacher&personNotTitles[]=student&personNotTitles[]=software%20engineer&personNotTitles[]=engineer&personNotTitles[]=finance&personNotTitles[]=HR&personNotTitles[]=Human%20resource&personNotTitles[]=people&personNotTitles[]=recruit&personSeniorities[]=owner&personSeniorities[]=founder&personSeniorities[]=c_suite&personSeniorities[]=partner&personSeniorities[]=vp&personSeniorities[]=director&personSeniorities[]=head&personNotLocations[]=Pakistan&personNotLocations[]=India&personNotLocations[]=China&personNotLocations[]=Japan&personNotLocations[]=Thailand&personNotLocations[]=Vietnam&organizationNumEmployeesRanges[]=1%2C10&organizationNumEmployeesRanges[]=11%2C20&organizationNumEmployeesRanges[]=21%2C50&page=1&sortByField=recommendations_score&sortAscending=false&qOrganizationSearchListId=68e42e674c2284001da00fb2,50000,,5,https://drive.google.com/file/d/15ukG4iJRVk8Nb1nScC7whvDwVu67-cQL/view?usp=sharing,3145,completed,FALSE
6e0c90a3-5840-4f84-a1eb-66b37a6b45a9,"October 9, 2025 at 12:27:46 PM GMT+5:30",https://app.apollo.io/#/people?sortByField=%5Bnone%5D&sortAscending=false&marketSegments[]=saas&organizationNumEmployeesRanges[]=11%2C20&organizationNumEmployeesRanges[]=51%2C100&organizationNumEmployeesRanges[]=21%2C50&contactEmailStatusV2[]=verified&contactEmailExcludeCatchAll=true&personTitles[]=ceo&personTitles[]=founder&personTitles[]=sales&personTitles[]=marketing&personTitles[]=growth&includedOrganizationKeywordFields[]=tags&includedOrganizationKeywordFields[]=name&organizationLocations[]=United%20States&organizationLocations[]=United%20Kingdom&organizationLocations[]=Canada&qOrganizationKeywordTags[]=Cloud%20software&qOrganizationKeywordTags[]=Revenue%20operations&qOrganizationKeywordTags[]=HR%20software&qOrganizationKeywordTags[]=payroll%20software&qOrganizationKeywordTags[]=API%20platform&qOrganizationKeywordTags[]=sales%20software&qOrganizationKeywordTags[]=marketing%20software&qNotOrganizationKeywordTags[]=agency&excludedOrganizationKeywordFields[]=tags&excludedOrganizationKeywordFields[]=name&excludedOrganizationKeywordFields[]=social_media_description&page=1,50000,,6,https://drive.google.com/file/d/10SCRJmRw5plE-yCO409DNd1cr6rX41iK/view?usp=sharing,2107,completed,TRUE
d8c79b8a-5a19-4884-9f49-52ba382c3060,"October 9, 2025 at 12:28:21 PM GMT+5:30",https://app.apollo.io/#/people?contactEmailStatusV2[]=verified&contactEmailStatusV2[]=unverified&contactEmailStatusV2[]=user_managed&personTitles[]=manager&personTitles[]=project%20manager&personTitles[]=owner&personTitles[]=director&personTitles[]=sales%20manager&personTitles[]=sales&personTitles[]=president&personTitles[]=general%20manager&personTitles[]=ceo&personTitles[]=ceo%20and%20founder&personTitles[]=ceo%20founder&personTitles[]=cfo&personTitles[]=sales%20executive&personTitles[]=director%20of%20sales&personTitles[]=director%20of%20marketing&personTitles[]=chief&organizationNumEmployeesRanges[]=1%2C10&organizationNumEmployeesRanges[]=11%2C20&organizationNumEmployeesRanges[]=21%2C50&organizationNumEmployeesRanges[]=51%2C100&organizationNumEmployeesRanges[]=101%2C200&organizationNumEmployeesRanges[]=201%2C500&organizationNumEmployeesRanges[]=501%2C1000&includedOrganizationKeywordFields[]=tags&includedOrganizationKeywordFields[]=name&page=1&sortByField=%5Bnone%5D&sortAscending=false&qOrganizationSearchListId=68e4518b74925d00219bfe6b&personLocations[]=United%20States&personLocations[]=Canada,50000,,7,https://drive.google.com/file/d/1EbDMqU_ZVtfVz8KXbwIoCN6wUCy-3Dnc/view?usp=sharing,4000,completed,FALSE
ebf7c6a2-d29e-4724-8f1f-8bca85ec828e,"October 9, 2025 at 12:28:22 PM GMT+5:30",https://app.apollo.io/#/people?qPersonPersonaIds[]=67af5225eb51a90021ca8f2f&qPersonPersonaIds[]=67b4207047f1f10015263ab7&contactEmailStatusV2[]=verified&personNotTitles[]=regional&personNotTitles[]=talent%20acquisition&personNotTitles[]=designer&personNotTitles[]=hr&personNotTitles[]=training&personNotTitles[]=finance&personNotTitles[]=government&personSeniorities[]=c_suite&personSeniorities[]=vp&personDepartmentOrSubdepartments[]=c_suite&personDepartmentOrSubdepartments[]=product_management&personDepartmentOrSubdepartments[]=business_intelligence&personDepartmentOrSubdepartments[]=emerging_technology_innovation&personDepartmentOrSubdepartments[]=research_development&personDepartmentOrSubdepartments[]=finance&personDepartmentOrSubdepartments[]=financial_planning_analysis&personDepartmentOrSubdepartments[]=financial_reporting&personDepartmentOrSubdepartments[]=financial_strategy&personDepartmentOrSubdepartments[]=financial_systems&personDepartmentOrSubdepartments[]=mergers_acquisitions&personDepartmentOrSubdepartments[]=financial_risk&personDepartmentOrSubdepartments[]=sourcing_procurement&personDepartmentOrSubdepartments[]=marketing&personDepartmentOrSubdepartments[]=marketing_analytics_insights&personDepartmentOrSubdepartments[]=marketing_communications&personDepartmentOrSubdepartments[]=marketing_operations&personDepartmentOrSubdepartments[]=strategic_communications&personDepartmentOrSubdepartments[]=corporate_strategy&personDepartmentOrSubdepartments[]=operations&personDepartmentOrSubdepartments[]=business_development&personDepartmentOrSubdepartments[]=revenue_operations&personDepartmentOrSubdepartments[]=sales&personDepartmentOrSubdepartments[]=sales_enablement&personDepartmentOrSubdepartments[]=sales_operations&personDepartmentOrSubdepartments[]=consulting&organizationNumEmployeesRanges[]=1001%2C2000&organizationNumEmployeesRanges[]=201%2C500&organizationNumEmployeesRanges[]=501%2C1000&organizationNumEmployeesRanges[]=101%2C200&organizationNumEmployeesRanges[]=2001%2C5000&organizationNumEmployeesRanges[]=5001%2C10000&organizationNotIndustryTagIds[]=5567cd527369643981050000&organizationNotIndustryTagIds[]=5567e29b736964256c370100&organizationNotIndustryTagIds[]=5567ce9e736964540d540000&organizationNotIndustryTagIds[]=5567cd4c73696453e1300000&organizationNotIndustryTagIds[]=5567e1387369641ec75d0200&organizationNotIndustryTagIds[]=5567cdd973696453d93f0000&organizationNotIndustryTagIds[]=5567cdd47369643dbf260000&organizationNotIndustryTagIds[]=5567cd4773696454303a0000&organizationNotIndustryTagIds[]=5567e09973696410db020800&organizationNotIndustryTagIds[]=5567ced173696450cb580000&organizationNotIndustryTagIds[]=5567ce1f7369644d391c0000&organizationNotIndustryTagIds[]=5567e0e073696408da441e00&organizationNotIndustryTagIds[]=5567ce237369644ee5490000&finderTableLayoutId=65ae4708bdd48c01c6bf8c76&pendo=t6mU4Y6iEdhxX5MQid4c4G8N1hc&sortByField=%5Bnone%5D&sortAscending=false&prospectedByCurrentTeam[]=no&qOrganizationKeywordTags[]=truck%20transportation&includedOrganizationKeywordFields[]=tags&includedOrganizationKeywordFields[]=name&organizationIndustryTagIds[]=5567cd4e7369644cf93b0000&page=1,50000,,8,https://drive.google.com/file/d/1H0-x-ZQz7XH1uAcucyWjlPebB7YZTus9/view?usp=sharing,2321,completed,FALSE
756b0a8e-c68f-4871-a12c-f793ffd61604,"October 9, 2025 at 12:28:23 PM GMT+5:30",https://app.apollo.io/#/people?page=20&contactEmailStatusV2[]=verified&personSeniorities[]=director&personSeniorities[]=head&personSeniorities[]=vp&personSeniorities[]=partner&personSeniorities[]=c_suite&personSeniorities[]=founder&personSeniorities[]=owner&personDepartmentOrSubdepartments[]=master_marketing&personDepartmentOrSubdepartments[]=master_sales&personLocations[]=United%20States&organizationLocations[]=United%20States&organizationNumEmployeesRanges[]=5%2C5000&qOrganizationKeywordTags[]=luxury%20assets&qOrganizationKeywordTags[]=luxury%20asset&qOrganizationKeywordTags[]=luxury%20dealers&qOrganizationKeywordTags[]=art%20dealer&qOrganizationKeywordTags[]=fine%20art&qOrganizationKeywordTags[]=supercar&qOrganizationKeywordTags[]=luxury%20lifestyle&qOrganizationKeywordTags[]=high%20net%20worth%20individuals&qOrganizationKeywordTags[]=luxury%20capital&qOrganizationKeywordTags[]=luxury%20asset%20trading&qOrganizationKeywordTags[]=private%20aviation&qOrganizationKeywordTags[]=private%20jets&qOrganizationKeywordTags[]=collections%20insurance&qOrganizationKeywordTags[]=high%20net%20worth&includedOrganizationKeywordFields[]=tags&includedOrganizationKeywordFields[]=name&qNotOrganizationKeywordTags[]=mortgages&qNotOrganizationKeywordTags[]=employee%20benefits&qNotOrganizationKeywordTags[]=community&qNotOrganizationKeywordTags[]=marketing&qNotOrganizationKeywordTags[]=affordable&qNotOrganizationKeywordTags[]=mortgage%20services&excludedOrganizationKeywordFields[]=tags&excludedOrganizationKeywordFields[]=name&excludedOrganizationKeywordFields[]=social_media_description&sortAscending=false&sortByField=%5Bnone%5D,50000,,9,https://drive.google.com/file/d/1pK00cl9x35shVr9DTC-g8Zu8l7A4z3mQ/view?usp=sharing,2500,completed,FALSE
8ad44e59-b5ad-403b-b8f7-8797ccf8c72c,"October 9, 2025 at 12:28:25 PM GMT+5:30",https://app.apollo.io/#/people?contactEmailStatusV2[]=verified&organizationNumEmployeesRanges[]=1%2C10&organizationNumEmployeesRanges[]=11%2C20&organizationNumEmployeesRanges[]=21%2C50&qOrganizationKeywordTags[]=immigration&qOrganizationKeywordTags[]=visa&qOrganizationKeywordTags[]=citizenship&qOrganizationKeywordTags[]=asylum&qOrganizationKeywordTags[]=green%20card&qOrganizationKeywordTags[]=naturalization&qOrganizationKeywordTags[]=deportation&qOrganizationKeywordTags[]=immigration%20services&qOrganizationKeywordTags[]=immigration%20consulting&qOrganizationKeywordTags[]=immigration%20law%20firm&qOrganizationKeywordTags[]=immigration%20practice&qOrganizationKeywordTags[]=immigration%20defense&personTitles[]=Managing%20Partner&personTitles[]=Owner&personTitles[]=Founder&personTitles[]=Principal&personTitles[]=CEO&personTitles[]=President&personLocations[]=United%20States&sortAscending=false&sortByField=recommendations_score&page=1,50000,,10,https://drive.google.com/file/d/1Gg5jTEAlfU6IsAIHaspRdP2GYzsDg7Cr/view?usp=sharing,3403,completed,FALSE
